Date,Close
6/7/2018 16:00:00,188.18
6/8/2018 16:00:00,189.1
6/11/2018 16:00:00,191.54
6/12/2018 16:00:00,192.4
6/13/2018 16:00:00,192.41
6/14/2018 16:00:00,196.81
6/15/2018 16:00:00,195.85
6/18/2018 16:00:00,198.31
6/19/2018 16:00:00,197.49
6/20/2018 16:00:00,202
6/21/2018 16:00:00,201.5
6/22/2018 16:00:00,201.74
6/25/2018 16:00:00,196.35
6/26/2018 16:00:00,199
6/27/2018 16:00:00,195.84
6/28/2018 16:00:00,196.23
6/29/2018 16:00:00,194.32
7/2/2018 16:00:00,197.36
7/3/2018 13:00:00,192.73
7/5/2018 16:00:00,198.45
7/6/2018 16:00:00,203.23
7/9/2018 16:00:00,204.74
7/10/2018 16:00:00,203.54
7/11/2018 16:00:00,202.54
7/12/2018 16:00:00,206.92
7/13/2018 16:00:00,207.32
7/16/2018 16:00:00,207.23
7/17/2018 16:00:00,209.99
7/18/2018 16:00:00,209.36
7/19/2018 16:00:00,208.09
7/20/2018 16:00:00,209.94
7/23/2018 16:00:00,210.91
7/24/2018 16:00:00,214.67
7/25/2018 16:00:00,217.5
7/26/2018 16:00:00,176.26
7/27/2018 16:00:00,174.89
7/30/2018 16:00:00,171.06
7/31/2018 16:00:00,172.58
8/1/2018 16:00:00,171.65
8/2/2018 16:00:00,176.37
8/3/2018 16:00:00,177.78
8/6/2018 16:00:00,185.69
8/7/2018 16:00:00,183.81
8/8/2018 16:00:00,185.18
8/9/2018 16:00:00,183.09
8/10/2018 16:00:00,180.26
8/13/2018 16:00:00,180.05
8/14/2018 16:00:00,181.11
8/15/2018 16:00:00,179.53
8/16/2018 16:00:00,174.7
8/17/2018 16:00:00,173.8
8/20/2018 16:00:00,172.5
8/21/2018 16:00:00,172.62
8/22/2018 16:00:00,173.64
8/23/2018 16:00:00,172.9
8/24/2018 16:00:00,174.65
8/27/2018 16:00:00,177.46
8/28/2018 16:00:00,176.26
8/29/2018 16:00:00,175.9
8/30/2018 16:00:00,177.64
8/31/2018 16:00:00,175.73
9/4/2018 16:00:00,171.16
9/5/2018 16:00:00,167.18
9/6/2018 16:00:00,162.53
9/7/2018 16:00:00,163.04
9/10/2018 16:00:00,164.18
9/11/2018 16:00:00,165.94
9/12/2018 16:00:00,162
9/13/2018 16:00:00,161.36
9/14/2018 16:00:00,162.32
9/17/2018 16:00:00,160.58
9/18/2018 16:00:00,160.3
9/19/2018 16:00:00,163.06
9/20/2018 16:00:00,166.02
9/21/2018 16:00:00,162.93
9/24/2018 16:00:00,165.41
9/25/2018 16:00:00,164.91
9/26/2018 16:00:00,166.95
9/27/2018 16:00:00,168.84
9/28/2018 16:00:00,164.46
10/1/2018 16:00:00,162.44
10/2/2018 16:00:00,159.33
10/3/2018 16:00:00,162.43
10/4/2018 16:00:00,158.85
10/5/2018 16:00:00,157.33
10/8/2018 16:00:00,157.25
10/9/2018 16:00:00,157.9
10/10/2018 16:00:00,151.38
10/11/2018 16:00:00,153.35
10/12/2018 16:00:00,153.74
10/15/2018 16:00:00,153.52
10/16/2018 16:00:00,158.78
10/17/2018 16:00:00,159.42
10/18/2018 16:00:00,154.92
10/19/2018 16:00:00,154.05
10/22/2018 16:00:00,154.78
10/23/2018 16:00:00,154.39
10/24/2018 16:00:00,146.04
10/25/2018 16:00:00,150.95
10/26/2018 16:00:00,145.37
10/29/2018 16:00:00,142.09
10/30/2018 16:00:00,146.22
10/31/2018 16:00:00,151.79
11/1/2018 16:00:00,151.75
11/2/2018 16:00:00,150.35
11/5/2018 16:00:00,148.68
11/6/2018 16:00:00,149.94
11/7/2018 16:00:00,151.53
11/8/2018 16:00:00,147.87
11/9/2018 16:00:00,144.96
11/12/2018 16:00:00,141.55
11/13/2018 16:00:00,142.16
11/14/2018 16:00:00,144.22
11/15/2018 16:00:00,143.85
11/16/2018 16:00:00,139.53
11/19/2018 16:00:00,131.55
11/20/2018 16:00:00,132.43
11/21/2018 16:00:00,134.82
11/23/2018 13:00:00,131.73
11/26/2018 16:00:00,136.38
11/27/2018 16:00:00,135
11/28/2018 16:00:00,136.76
11/29/2018 16:00:00,138.68
11/30/2018 16:00:00,140.61
12/3/2018 16:00:00,141.09
12/4/2018 16:00:00,137.93
12/6/2018 16:00:00,139.63
12/7/2018 16:00:00,137.42
12/10/2018 16:00:00,141.85
12/11/2018 16:00:00,142.08
12/12/2018 16:00:00,144.5
12/13/2018 16:00:00,145.01
12/14/2018 16:00:00,144.06
12/17/2018 16:00:00,140.19
12/18/2018 16:00:00,143.66
12/19/2018 16:00:00,133.24
12/20/2018 16:00:00,133.4
12/21/2018 16:00:00,124.95
12/24/2018 13:00:00,124.06
12/26/2018 16:00:00,134.18
12/27/2018 16:00:00,134.52
12/28/2018 16:00:00,133.2
12/31/2018 16:00:00,131.09
1/2/2019 16:00:00,135.68
1/3/2019 16:00:00,131.74
1/4/2019 16:00:00,137.95
1/7/2019 16:00:00,138.05
1/8/2019 16:00:00,142.53
1/9/2019 16:00:00,144.23
1/10/2019 16:00:00,144.2
1/11/2019 16:00:00,143.8
1/14/2019 16:00:00,145.39
1/15/2019 16:00:00,148.95
1/16/2019 16:00:00,147.54
1/17/2019 16:00:00,148.3
1/18/2019 16:00:00,150.04
1/22/2019 16:00:00,147.57
1/23/2019 16:00:00,144.3
1/24/2019 16:00:00,145.83
1/25/2019 16:00:00,149.01
1/28/2019 16:00:00,147.47
1/29/2019 16:00:00,144.19
1/30/2019 16:00:00,150.42
1/31/2019 16:00:00,166.69
2/1/2019 16:00:00,165.71
2/4/2019 16:00:00,169.25
2/5/2019 16:00:00,171.16
2/6/2019 16:00:00,170.49
2/7/2019 16:00:00,166.38
2/8/2019 16:00:00,167.33
2/11/2019 16:00:00,165.79
2/12/2019 16:00:00,165.04
2/13/2019 16:00:00,164.07
2/14/2019 16:00:00,163.95
2/15/2019 16:00:00,162.5
2/19/2019 16:00:00,162.29
2/20/2019 16:00:00,162.56
2/21/2019 16:00:00,160.04
2/22/2019 16:00:00,161.89
2/25/2019 16:00:00,164.62
2/26/2019 16:00:00,164.13
2/27/2019 16:00:00,162.81
2/28/2019 16:00:00,161.45
3/1/2019 16:00:00,162.28
3/4/2019 16:00:00,167.37
3/5/2019 16:00:00,171.26
3/6/2019 16:00:00,172.51
3/7/2019 16:00:00,169.13
3/8/2019 16:00:00,169.6
3/11/2019 16:00:00,172.07
3/12/2019 16:00:00,171.92
3/13/2019 16:00:00,173.37
3/14/2019 16:00:00,170.17
3/15/2019 16:00:00,165.98
3/18/2019 16:00:00,160.47
3/19/2019 16:00:00,161.57
3/20/2019 16:00:00,165.44
3/21/2019 16:00:00,166.08
3/22/2019 16:00:00,164.34
3/25/2019 16:00:00,166.29
3/26/2019 16:00:00,167.68
3/27/2019 16:00:00,165.87
3/28/2019 16:00:00,165.55
3/29/2019 16:00:00,166.69
4/1/2019 16:00:00,168.7
4/2/2019 16:00:00,174.2
4/3/2019 16:00:00,173.54
4/4/2019 16:00:00,176.02
4/5/2019 16:00:00,175.72
4/8/2019 16:00:00,174.93
4/9/2019 16:00:00,177.58
4/10/2019 16:00:00,177.82
4/11/2019 16:00:00,177.51
4/12/2019 16:00:00,179.1
4/15/2019 16:00:00,179.65
4/16/2019 16:00:00,178.87
4/17/2019 16:00:00,178.78
4/18/2019 16:00:00,178.28
4/22/2019 16:00:00,181.44
4/23/2019 16:00:00,183.78
4/24/2019 16:00:00,182.58
4/25/2019 16:00:00,193.26
4/26/2019 16:00:00,191.49
4/29/2019 16:00:00,194.78
4/30/2019 16:00:00,193.4
